t_s,left_hip_yaw,left_hip_roll,left_hip_pitch,left_knee,left_ankle,neck_pitch,head_pitch,head_yaw,head_roll,right_hip_yaw,right_hip_roll,right_hip_pitch,right_knee,right_ankle
5.10,0.0021,-0.2027,-0.3779,-0.1054,0.4811,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.3355,0.4215,-0.1502,-0.7313
5.12,0.0021,-0.1950,-0.3860,-0.1054,0.4892,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.3432,0.4134,-0.1789,-0.7519
5.14,0.0021,-0.1899,-0.3949,-0.1054,0.4981,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.3483,0.4045,-0.1981,-0.7622
5.16,0.0021,-0.1876,-0.4042,-0.1054,0.5074,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.3506,0.3952,-0.2069,-0.7617
5.18,0.0021,-0.1880,-0.4136,-0.1054,0.5168,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.3502,0.3858,-0.2051,-0.7506
5.20,0.0021,-0.1913,-0.4228,-0.1054,0.5260,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.3469,0.3766,-0.1928,-0.7291
5.22,0.0021,-0.1973,-0.4314,-0.1054,0.5346,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.3409,0.3680,-0.1704,-0.6980
5.24,0.0021,-0.2058,-0.4392,-0.1054,0.5424,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.3324,0.3602,-0.1387,-0.6585
5.26,0.0021,-0.2164,-0.4458,-0.1054,0.5490,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.3218,0.3536,-0.0987,-0.6119
5.28,0.0021,-0.2289,-0.4511,-0.1054,0.5543,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.3093,0.3483,-0.0520,-0.5599
5.30,0.0021,-0.2427,-0.4549,-0.1054,0.5581,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.2955,0.3445,-0.0002,-0.5044
5.32,0.0021,-0.2574,-0.4569,-0.1054,0.5601,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.2808,0.3425,0.0549,-0.4472
5.34,0.0021,-0.2724,-0.4572,-0.0866,0.5792,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.2658,0.3422,0.0925,-0.4093
5.36,0.0021,-0.2873,-0.4557,-0.0308,0.6335,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.2509,0.3437,0.0925,-0.4108
5.38,0.0021,-0.3015,-0.4525,0.0223,0.6835,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.2367,0.3469,0.0925,-0.4140
5.40,0.0021,-0.3144,-0.4478,0.0709,0.7273,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.2238,0.3516,0.0925,-0.4187
5.42,0.0021,-0.3257,-0.4415,0.1133,0.7634,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.2125,0.3579,0.0925,-0.4250
5.44,0.0021,-0.3349,-0.4341,0.1479,0.7906,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.2033,0.3653,0.0925,-0.4324
5.46,0.0021,-0.3418,-0.4257,0.1735,0.8078,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.1964,0.3737,0.0925,-0.4408
5.48,0.0021,-0.3460,-0.4167,0.1893,0.8146,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.1922,0.3827,0.0925,-0.4498
5.50,0.0021,-0.3474,-0.4073,0.1946,0.8105,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.1908,0.3921,0.0925,-0.4592
5.52,0.0021,-0.3460,-0.3979,0.1893,0.7958,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.1922,0.4015,0.0925,-0.4686
5.54,0.0021,-0.3418,-0.3889,0.1735,0.7710,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.1964,0.4105,0.0925,-0.4776
5.56,0.0021,-0.3349,-0.3805,0.1479,0.7370,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.2033,0.4189,0.0925,-0.4860
5.58,0.0021,-0.3257,-0.3731,0.1133,0.6950,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.2125,0.4263,0.0925,-0.4934
5.60,0.0021,-0.3144,-0.3668,0.0709,0.6464,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.2238,0.4326,0.0925,-0.4997
5.62,0.0021,-0.3015,-0.3621,0.0223,0.5930,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.2367,0.4373,0.0925,-0.5044
5.64,0.0021,-0.2873,-0.3589,-0.0308,0.5367,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.2509,0.4405,0.0925,-0.5076
5.66,0.0021,-0.2724,-0.3574,-0.0866,0.4794,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.2658,0.4420,0.0925,-0.5091
5.68,0.0021,-0.2574,-0.3577,-0.1054,0.4609,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.2808,0.4417,0.0549,-0.5464
5.70,0.0021,-0.2427,-0.3597,-0.1054,0.4629,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.2955,0.4397,-0.0002,-0.5995
5.72,0.0021,-0.2289,-0.3635,-0.1054,0.4667,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.3093,0.4359,-0.0520,-0.6475
5.74,0.0021,-0.2164,-0.3688,-0.1054,0.4720,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.3218,0.4306,-0.0987,-0.6890
5.76,0.0021,-0.2058,-0.3754,-0.1054,0.4786,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.3324,0.4240,-0.1387,-0.7222
5.78,0.0021,-0.1973,-0.3832,-0.1054,0.4864,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.3409,0.4162,-0.1704,-0.7462
5.80,0.0021,-0.1913,-0.3918,-0.1054,0.4950,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.3469,0.4076,-0.1928,-0.7600
5.82,0.0021,-0.1880,-0.4010,-0.1054,0.5042,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.3502,0.3984,-0.2051,-0.7631
5.84,0.0021,-0.1876,-0.4104,-0.1054,0.5136,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.3506,0.3890,-0.2069,-0.7555
5.86,0.0021,-0.1899,-0.4197,-0.1054,0.5229,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.3483,0.3797,-0.1981,-0.7373
5.88,0.0021,-0.1950,-0.4286,-0.1054,0.5318,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.3432,0.3708,-0.1789,-0.7094
5.90,0.0021,-0.2027,-0.4367,-0.1054,0.5399,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.3355,0.3627,-0.1502,-0.6725
5.92,0.0021,-0.2126,-0.4437,-0.1054,0.5469,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.3256,0.3557,-0.1129,-0.6281
5.94,0.0021,-0.2245,-0.4495,-0.1054,0.5527,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.3137,0.3499,-0.0682,-0.5777
5.96,0.0021,-0.2380,-0.4538,-0.1054,0.5570,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.3002,0.3456,-0.0179,-0.5231
5.98,0.0021,-0.2524,-0.4564,-0.1054,0.5596,0.2717,0.3586,-0.0309,0.0262,-0.0093,0.2858,0.3430,0.0363,-0.4663
